Code,Description,Level
30265800,Plastic bars and sheets,3
30265802,Plastic sheet,4
30103900,Shafts,3
31400000,Gaskets,2
31401500,Molded gaskets,3
31401503,O ring molded gasket,4
31410000,Seals,2
31420000,Sintered parts,2
95000000,Land and Buildings and Structures and Thoroughfares,1
95100000,Land parcels,2
95101500,Residential land parcel,3
95101600,Commercial land parcels,3
95101700,Industrial land parcels,3
95101707,Telecommunication site,4
95101800,Governmental land parcels,3
95101900,Agricultural land,3
95110000,Thoroughfares,2
95111500,Limited traffic thoroughfares,3
95111503,Access roads,4
95111600,Open traffic thoroughfares,3
11162132,Damask fabric,4
11162133,Satin fabric,4
15101802,Ethanol,4
15121807,Antifreeze,4
24101513,Tugger,4
25174900,Vehicle vibration dampeners and isolators,3
27112841,Hand drill bit for metal,4
30121712,Post cover,4
39121036,Radio frequency RF transformer,4
40101719,Liquid refrigerant receiver,4
40101720,Unit cooler,4
40101721,Water cooled condensor,4
40101722,Steam condenser,4
41111972,Supplemental inflator restraint SIR or airbag coil assembly sensor,4
42141812,Static electricity generators for electric stimulation,4
42141813,Electroconvulsive devices,4
42141814,Static electricity stimulators,4
42141815,High frequency electromagnetic wave stimulators,4
42141816,Electromagnetic therapy stimulators,4
42141817,Magnetotherapy pulse stimulators,4
42142121,Moist steam cabinets,4
42142619,Prefilled flush syringes,4
42142719,Urethrotomes,4
42142720,Male external urinary catheters,4
42143107,Perinometers,4
42143108,Abdominal decompression chambers,4
42143302,Chemotherapy prep mats,4
42143303,Chemotherapy transport bags,4
42143709,Visible light radiators,4
42144200,Acupuncture equipment,3
42181720,Stress exercise monitoring systems,4
42181721,Sphygmographs,4
42143121,Fetal scalp electrodes,4
42143123,Fetal electroencephalographic monitors,4
42182211,Infrared thermography systems,4
42182314,Biofeedback devices,4
42182315,Electroencephalographic spectrum analysers,4
42182316,Evoked response detectors,4
42192606,Powder blowers,4
42201846,Radiographic and fluoroscopic x ray collimators,4
42201847,Mobile x ray systems,4
42201848,Digital x ray imaging systems,4
42201849,Fluorescent scanners,4
42201850,Nuclear tomography systems,4
42201851,Beta or gamma counters for clinical use,4
42201852,Fluorescent screens,4
42202106,Manual radionuclide applicator systems or guides ,4
42203429,Pericardiocentesis catheters,4
42203506,Implantable cardiac defibrillator device ICD or cardiac resynchronization therapy defibrillator CRT D leads or electrodes,4
42203903,Medical neutron radiation therapy systems,4
42221516,Catheter tip occluders,4
42221904,Electromagnetic blood flowmeters,4
42221905,Laser blood flowmeters,4
42221906,Magnetic resonance blood flowmeters,4
42222009,Syringe actuators for an injector,4
42231904,Breast feeding pillows,4
42271722,Oxygen uptake computers,4
42296200,Surgical robotic equipment and accessories and related products,3
42296201,Surgical robotic clip application instruments,4
42296202,Surgical robotic dissection instruments,4
42296203,Surgical robotic electrocautery instruments,4
42296204,Surgical robotic graspers or forceps,4
42296205,Surgical robotic hook instruments,4
42296206,Surgical robotic knot pusher or delivery instruments,4
42296207,Surgical robotic needle drivers,4
42296208,Surgical robotic retractor instruments,4
42296209,Surgical robotic scalpels and blades,4
42296210,Surgical robotic scissors,4
42296211,Surgical robotic ultrasonic energy instruments,4
43201415,Subscriber identity module SIM card,4
43211913,LCD active display,4
43211914,LCD passive display,4
43222641,Internet protocol sharing device,4
43223337,Fiber optic enclosure,4
46191508,Belt monitoring system,4
48101820,Commercial kitchen hood,4
51343005,Stavudine and lamivudine and nevirapine,4
51283901,Sulfacetamide,4
51112005,Imatinib,4
51111828,Cyproterone,4
51432305,Losartan,4
51191918,Folic acid,4
51131811,Tranexamic acid,4
51332807,Chlorpromazine,4
51383905,Lysine clonixinate,4
51241235,Calcitriol,4
51143203,Varenicline,4
53131510,Denture adhesive,4
53131641,Petroleum jelly,4
53131643,Electric hair clipper,4
53131700,Therapeutic massage equipment,3
55101530,Code book,4
55101531,Law book,4
55121808,Identification badge clip,4
56111806,Swiveling barber chair,4
72141700,Construction machinery and equipment rental or leasing services,3
72141701,Construction machinery rental or leasing service,4
72141702,Construction equipment rental or leasing service,4
78111704,Marine craft rental or leasing service,4
78181507,Automotive and light truck maintenance and repair,4
78181508,Heavy truck maintenance and repair,4
80161800,Office equipment rental or leasing services,3
80161801,Photocopier rental or leasing service,4
81112500,Computer software licensing rental or leasing service,3
81112501,Computer software licensing service,4
81112502,Computer software rental or leasing service,4
81161800,Data voice or multimedia network equipment or platform rental or leasing services,3
81161801,Data communication equipment or platform rental or leasing service,4
10200000,Live rose bushes,2
10171611,Calcium fertilizer,4
10171800,Soil conditioners,3
10191707,Ultrasonic pest repeller,4
11111613,Wollastonite,4
11111812,Vermiculite,4
11122005,Glued laminated timber,4
11122006,Treated timber,4
11162400,Batting,3
12164900,Waterproofing agents,3
14111540,Stamp paper,4
14111541,Optical mark reader paper,4
14111542,Korean paper for stationery,4
14111543,Inkstone,4
14111618,Kent paper,4
14121506,Corrugated fiberboard or container board CCM,4
14121507,Volatile corrosion inhibitor or VCI paper,4
14121703,Laminated aluminum foil paper,4
14122107,Corrugated base paper,4
15101800,Plant based liquid fuels or biofuels,3
15101801,Biodiesel,4
21101517,Rotary tiller or power tiller,4
21101709,Baler,4
21102305,Agricultural sun shade material,4
22101537,Concrete pile cutter,4
22101538,Snow plow,4
23153145,Spray gun,4
23153605,Dot marking machine,4
23181514,Cheese making machine,4
23242612,Metal engraving machine,4
23251900,Metal container manufacturing machinery and equipment,3
23271423,Alternating current AC arc welder,4
24101514,Platform truck,4
24101515,Straddle carrier truck,4
24101516,Powered platform truck,4
24101517,Electric tow tractor,4
24101644,Dumb waiter,4
24101655,Vehicle parking lift system,4
24101656,Tractor towed crane,4
24101658,Lifting magnet,4
24101659,Vehicle movable jack or dolly,4
24101661,Vehicle lift,4
24111512,Straw bag,4
24111513,Cotton bag,4
24111514,Zipper bag,4
24111814,Hot water tank,4
24111815,Steam condensate tank,4
24111816,Liquified gas tank or cylinder,4
24111817,Cement silo,4
24113104,Cold storage box,4
24113105,Ballot box,4
24112805,Temperature controlled freight container,4
25101509,Electrically powered vehicle,4
25101804,Motorcycle sidecar,4
25101922,Road repair truck,4
25101923,Crawler type tractor,4
25101924,Guard rail cleaning vehicle,4
25101925,Sign truck,4
25101926,Snow plow truck,4
25101927,Salt spreader truck,4
25101928,Mobile media truck,4
25101929,Mobile office van,4
25101930,Lighting truck,4
25101931,Outside broadcasting van,4
25101932,Crowd control truck,4
25101933,Crane truck,4
25101934,Funeral vehicle or hearse,4
25101935,Spray truck,4
25101936,Vacuum truck,4
25101937,Medical examination and treatment bus,4
25101938,Bloodmobile,4
25111524,Bulk carrier,4
25111527,Row boat,4
25111528,Quarantine boat,4
25111529,Weather ship,4
25111532,Debris collection vessel,4
25111533,Training ship,4
25111722,Coast guard boat or cutter,4
25111724,Fishery training ship,4
25111725,Fishery research ship,4
25111726,Marine pollution control ship,4
25172709,Vehicle air conditioner,4
25172710,Vehicle heater,4
25172711,Vehicle air purifier,4
25174414,Tachograph,4
25175000,Electric vehicle charging systems,3
25181604,Cargo truck body,4
25181605,Dump truck body,4
25181606,Trailer body,4
25181610,Air cargo trailer,4
25181612,Agricultural trailer,4
25191515,Ground controlled approach system,4
25191516,Aircraft air start unit,4
25191517,Aircraft air conditioning and heating truck,4
25191518,Aeronautical sensor test equipment,4
25191519,Aircraft towing adapter,4
25191520,Environmental test chamber,4
25191521,Retractable hook cable support system,4
25191522,Aircraft engine maintenance set,4
25191523,Airplane baggage tug or tractor,4
25191524,Airfreight conveyor truck,4
25191525,Aircraft refueling truck,4
25191800,Vehicle testing and measuring equipment,3
26111612,Impulse generator,4
26111613,Tidal wave generator,4
26111727,Battery discharger,4
26111728,Standard cell,4
26111729,Auto battery charger unit,4
30111507,Soil cured concrete,4
30111508,Water permeable concrete,4
30111509,Asphalt based concrete,4
30111800,Aggregates,3
30111900,Concrete reinforcement hardware,3
30121713,Manhole cover,4
30121714,Manhole box,4
30121715,Bridge expansion joint,4
30121716,Bridge seat mounting,4
30121717,Guardrail,4
30121718,Safety fence and net for rock drop,4
30121719,Safety separator for road,4
30131515,Wood block,4
30131516,Braille block,4
30151513,Ceramic roof tile,4
30151514,Metal roof tile,4
30151515,Wooden roof tile,4
30171524,Shielding door,4
30171525,Pressure door,4
30171526,Folding door,4
30171710,Insulating glass,4
30171711,Corrugated glass,4
30191800,Temporary construction and maintenance support equipment and materials,3
95141711,Tollbooth,4
95121809,Movable weir,4
95131605,Shipping container house,4
95131606,Portable sales booth,4
31152200,Non electric iron and steel wire,3
31152300,Non electric nonferrous metal wire,3
31163400,Metal nets and screening structures,3
39121040,Electric power saver,4
39122200,Electrical switches and accessories,3
39122300,Electrical relays and accessories,3
40101609,Ceiling fan,4
40161608,Air sterilizer,4
41101709,Laboratory asphalt and concrete mixer,4
41101813,Laboratory X ray equipment controller,4
41102427,Drying tower,4
41102428,Bibulous paper,4
41102429,Blood unit tubing heat sealer,4
41102923,Somatic cell counter,4
41103026,Benchtop ice bucket or chilling container,4
41103027,Blood unit storage boot,4
41103211,Laboratory wastewater treatment equipment,4
41103212,Lab glassware cleaning brush,4
41103319,Concentration measurement instrument,4
41103320,Density measurement instrument,4
41103321,Floating body stability measurement apparatus,4
41103322,Draft gauge,4
41103323,Open channel acoustic flowmeter,4
41103324,Laboratory wave generator,4
41103325,Visual fluid flow apparatus,4
41103326,Wind tunnel,4
41103327,Current meter,4
41103417,Indoor air quality monitor,4
41103418,Temperature and humidity walk in environmental chamber,4
41103419,Pollution environmental chamber,4
41103420,Ozone environmental chamber,4
41103421,Explosion environmental chamber,4
41103515,Laboratory gas generator,4
41103516,Arm hood,4
41103716,Blood bank plasma thawing bath,4
41103717,Tissue culture bath,4
41103817,Laboratory reactor,4
41103914,Cytocentrifuge,4
41104022,Sample shaper,4
41104127,Laboratory feeder,4
41104128,Culture specimen collector without swabs,4
41104129,Neonatal metabolic disorder screen collection card,4
41104425,Carbon dioxide incubator,4
41104426,Media preparation apparatus,4
41104427,Platelet incubator,4
41104613,Laboratory hot press,4
41104819,Cell harvester,4
41104820,Laboratory fractional distillation apparatus,4
41104821,Static sample concentrator,4
41105206,Immunohistochemistry autostainer,4
41105207,Immunohistochemistry autostainer accessory,4
41105208,Laboratory staining rack and tray,4
41105209,Multidepartment manual slide stainer set,4
41105340,Electrophoresis system,4
41105341,Autoradiography film,4
41105521,Deoxyribonucleic acid DNA detection system,4
41111519,Crane scale,4
41111520,Conveyor weighting scale,4
41111521,Thermogravimeter,4
41111522,Hopper scale,4
41111523,Weight prototype,4
41111524,Price indicating scale,4
41111525,Automatic packer scale,4
41111526,Automatic selective scale,4
41111631,Radius gauge,4
41111632,Cylinder gauge,4
41111633,Air micrometer,4
41111634,Electrical micrometer,4
41111635,Gage block comparator,4
41111636,Cylinder diameter measuring equipment,4
41111637,Conical cup tester,4
41111638,Cigarette circumference tester,4
41111639,Screw plug gauge and cross recess,4
41111640,Welding gauge,4
41111641,Thread pitch gauge,4
41111642,Rail joint gap gauge,4
41111643,Wire gauge,4
41111644,Pin gauge,4
41111645,Sine bar,4
41111646,Telescoping gauge,4
41111647,Hole gauge,4
41111648,Taper gauge,4
41111649,Tire depth gauge,4
41111650,Drill gauge,4
41111651,Cathetometer,4
41111741,Microscope differential interference contrast equipment,4
41111742,Periscope or protectorscope,4
41111743,Autocollimator,4
41111744,Microscopic micrometer,4
41111745,Micromanipulator,4
41111746,Optical lever,4
41111747,Industrial fiberscope,4
41111748,Multimedia image microscope,4
41111749,Phase contrast microscope,4
41111812,Gamma ray radiography examination equipment,4
41111815,Reinforcement metal detector,4
41111816,Displacement measuring instrument,4
41111817,Rice taste measuring system,4
41111818,Non destructive examination reagent,4
41111819,Wire rope tester,4
41111820,Fluorescence detector,4
41111973,Particle counter,4
41111974,Heating sensor tester,4
41111975,Magnetic field monitor,4
41111976,Water meter check system,4
41111977,Ion counter,4
41111978,Manual microhematocrit tube reader,4
41112112,Electric power transducer,4
41112113,Mechanical energy transducer,4
41112114,Thermo hygro transmitter,4
41112228,Combustion efficiency analyzer,4
41112229,Heat meter,4
41112230,Pyrometer calibrator,4
41112231,Oil cloud and pour point tester,4
41112232,Freezing point measuring instrument,4
41112233,Melting point measuring instrument,4
41112234,Heat flowmeter,4
41112235,Specific heat measuring instrument,4
41112236,Asphalt softening point tester,4
41112237,Dewpoint thermometer,4
41112238,Dropping point tester,4
41112239,Glass thermometer,4
41112240,Blood unit temperature verification strip,4
41112305,Humidity controller,4
41112306,Humidity calibrator,4
41112307,Cement water retentivity tester,4
41112414,Pressure calibrator,4
41112415,Warburg apparatus,4
41112416,Bursting pressure tester,4
41112417,Vapor pressure measuring instrument,4
41112418,Capillary pressure tester,4
41112419,Cigarette filter draw resistance meter,4
41112420,Pressure drop gauge,4
41112421,Fruit hardness tester,4
41112422,Hydraulic pressure tester,4
41112423,Pressure altimeter,4
41112518,Pump efficiency testing equipment,4
41112519,Pitot gauge,4
41112520,Fire pump flow meter,4
41113041,Elemental analyzer,4
41113042,Milk analyzer,4
41113043,Dietary fiber determination system,4
41113044,Alcohol hydrometer,4
41113045,Oil film tester,4
41113046,Adhesion tester,4
41113047,Oil foaming characteristics tester,4
41113048,Color fastness tester,4
41113049,Combustion analyzer,4
41113050,Arsenic detector,4
41113051,Oxidation reduction tester,4
41113052,Chalking tester,4
41113053,Rust prevention tester,4
41113054,Demulsibility tester,4
41113055,Fuel gum tester,4
41113056,Flame experiment wire,4
41113057,Sludge densitometer,4
41113124,Respirometer,4
41113325,Washability tester,4
41113327,Film applicator,4
41113328,Mercury analyzer,4
41113331,Freezing and thawing tester,4
41113332,Liquid ration analyzer,4
41113333,Zeta potential analyzer,4
41113655,Generator test set,4
41113656,Servo system tester,4
41113657,Circuit breaker tester,4
41113658,Switch durability tester,4
41113659,Var meter,4
41113660,Oscillator tester,4
41113661,Voltage regulator tester,4
41113662,Cavity resonator,4
41113663,Transformer tester,4
41113664,Phase sequence indicator,4
41113665,Contact resistance tester,4
41113666,Arrester tester,4
41113667,Watt hour meter test equipment,4
41113668,Capacitor tester,4
41113669,Line voltage detector,4
41113670,Resister test equipment,4
41113671,Current divider,4
41113672,Relay tester,4
41113673,Panel and switchboard meter,4
41113674,Blasting machine tester,4
41113675,Frequency control test equipment,4
41113676,Low voltage tester,4
41113677,Withstand voltage tester,4
41113678,Clamp tester,4
41113679,Current transformer and potential transformer test equipment,4
41113680,Power factor meter,4
41113681,Combi tester,4
41113682,Electric power tester,4
41113683,Lamp tester,4
41113684,Voltage and current meter calibrator,4
41113685,Static electricity measuring equipment,4
41113686,Pulse meter,4
41113687,Brake testing machine,4
41113688,Converter testing equipment,4
41113689,Controller testing equipment,4
41113726,Heat resistance tester,4
41113727,Distortion meter,4
41113728,Electromagnetic shield environmental chamber,4
41113809,Ground penetrating radar,4
41113810,Hydrothermal testing equipment,4
41113811,Solid bearing tester,4
41113812,Ground friction tester,4
41113813,Standard aggregate,4
41113814,Soil plastic limit tester,4
41113815,Soil shrinkage limit tester,4
41113816,Consolidation tester,4
41113817,Soil liquid limit tester,4
41113818,Plate bearing tester,4
41113819,Soil analyzer,4
41113820,Aggregate specific gravity tester,4
41113821,Soil penetration tester,4
41113822,California bearing ratio tester,4
41113823,Specimen expansion tester,4
41113824,Soil head permeability tester,4
41113825,Soil aggregate analyzer,4
41113826,Soil texture analyzer,4
41113827,Soil unconfined compression apparatus,4
41113828,Sand density cone apparatus,4
41113829,Underwater soil picking equipment,4
41113830,Aggregate unit weight measuring instrument,4
41113831,Facing sand water measuring instrument,4
41114412,Radio acoustic sounding system,4
41114413,Ceilometer,4
41114414,Meteorological satellite receiving equipment,4
41114415,Lightning analysis system,4
41114416,Weather chart recorder or scanner,4
41114417,Meteorological buoy robot,4
41114418,Meteorological satellite data receiving and analyzing system,4
41114419,Low level wind shear alert system,4
41114420,Barometer calibrator,4
41114421,Hygrometer calibrator,4
41114422,Rain gauge calibrator,4
41114423,Automatic weather system calibrator,4
41114424,Anenometer calibrator,4
41114425,Actinometer calibrator,4
41114426,Baroswitch,4
41114427,Wind vane,4
41114511,Softness tester,4
41114512,High speed rotational balance tester,4
41114513,Eccentricity measuring instrument,4
41114514,Twist vibration measuring instrument,4
41114515,Centrifugal force tester,4
41114516,Cutting force measuring instrument,4
41114517,Hydraulic bulge tester,4
41114518,Zipper endurance tester,4
41114519,Tug and trolley system,4
41114520,Drop tester,4
41114521,Air compressor tester,4
41114522,Gear tester,4
41114523,Test bar,4
41114524,Hydraulic tester,4
41114525,Oil filter tester,4
41114526,Air cleaner tester,4
41114527,Belt tester,4
41114528,Planer motion mechanism measuring instrument,4
41114529,Tire running tester,4
41114530,Bonding stress tester,4
41114627,Proving ring,4
41114628,Plasticity tester,4
41114629,Heat distortion tester,4
41114630,Thermal shock tester,4
41114631,Stress tester,4
41114632,Tensile strength tester,4
41114633,Thermal expansion tester,4
41114634,Erichsen tester,4
41114635,Jewel appraising tester,4
41114636,Polymer molding condition measuring instrument,4
41114637,Beam test apparatus,4
41114638,Load tester,4
41114639,Cement flow tester,4
41114640,Road plane measuring equipment,4
41114641,Laboratory cement curing equipment,4
41114642,Pinhole detector,4
41114643,Cement soundness tester,4
41114644,Concrete air measuring instrument,4
41114645,Mortar length tester,4
41114646,Vicat needle tester,4
41114647,Slump tester,4
41114648,Concrete or cement vibration tester,4
41114649,Mortar permeability tester,4
41114650,Concrete cylinder mold,4
41115102,Goniometer,4
41115326,Optic collimator,4
41115327,Photoelectric measuring equipment,4
41115330,Haze meter,4
41115335,Vectorscope,4
41115412,Spectrobolometer,4
41115413,Flow cytometer,4
41115414,Radio ray spectroscopy system,4
41115415,Electron spectroscopy system for chemical analysis,4
41115416,Electron spin resonance spectrometer,4
41115832,Antibiotic detection equipment,4
41115833,Skin analyzer,4
41115834,Flow cytometer accessories or supplies,4
41115835,Androgeny and fertility automated counter,4
41115836,Androgeny and fertility automated counter accessories and supplies,4
41115837,Particle counter and sizer,4
41115838,Particle counter and sizer accessories and supplies,4
41115839,Blood bank apheresis and donor unit processing analyzer,4
41115840,Blood bank apheresis and donor unit processing analyzer accessories and supplies,4
41116017,Androgeny and fertility automated counter reagent,4
41116018,Particle sizer and counter analyzer reagent,4
41116150,Androgeny and fertility test kits and supplies,4
41116151,Androgeny and fertility quality controls and calibrators and standards,4
41116152,Flow cytometry quality controls and calibrators and standards,4
41116153,Immunohistochemistry quality controls and calibrators and standards,4
41116154,Particle counter and sizer quality controls and calibrators and standards,4
41116155,Molecular biology and cell culture growth media,4
41116156,Virology reagents or solutions or stains,4
41116157,Virology cell and tissue culture media,4
41116207,Hemoglobin or hematocrit monitor or meter,4
41116208,Blood chemistry multiple parameter monitor or meter,4
41116209,Blood coagulation multiple parameter monitor or meter,4
41116210,Metabolic disorder breathalyzer monitor or meter,4
41116211,Ethanol breathalyzer,4
41116212,Monitor or meter quality controls calibrators or standards,4
41116302,Incombustibility tester,4
41116303,Flammability tester,4
41116304,Fire point tester,4
41116502,Electrical clip,4
41121712,Viscometer tube,4
41121713,Sand size analyzer,4
41121816,Laboratory glass tube,4
41121817,Glass bell jar,4
41121818,Laboratory storage bottle,4
41121819,Laboratory dropper bottle and dropper cap,4
41122414,Laboratory spoon,4
41122415,Centrifugal bioseparation crystals,4
41122607,Microscope lens cleaner solution,4
41122810,Benchtop reagent storage rack,4
41122811,Test and culture tube dispenser,4
41123005,Microbial susceptibility disc desiccant storage container,4
41123103,Dialysis cassette,4
41123104,Dialysis membrane,4
41123105,Dialysis cassette holder,4
42192214,Wheelchair lifts,4
42161659,Hemodialysis catheters,4
42295148,Surgical navigation systems,4
42295470,Platelet concentration systems,4
42296212,Surgical robotic trocars or sheathes or obturators or cannulas,4
43191516,Keyphone system,4
43191633,Key phone subset,4
43191634,Extension board for keyphone system,4
43201416,Data acquisition board,4
43201417,Multimedia integrated board,4
43201560,Coprocessor,4
43201619,Computer cooling fan,4
43201831,Telecommunications memory unit,4
43201832,Optical or compact disc juke box,4
43201833,Digital to analog conversion system,4
43201834,Storage device controller,4
43201835,Network attached storage NAS device,4
43202009,Blank audio tape,4
43211516,Minicomputer,4
43211517,Analog computer,4
43211518,Multi screen computer,4
43211730,Data acquisition system,4
43211731,Image analyzer,4
43211732,Digital film reader,4
43212117,Printer controller,4
43221527,Wire tapping protector,4
43221528,Supervisory signal unit,4
43221529,Call meter,4
43221530,Switch board signal device,4
43221724,Time synchronized generator,4
43221725,Signal divider,4
43221726,Reflector for antenna,4
43221727,Antenna accessory,4
43221728,Radome or radar dome,4
43221729,Portable antenna,4
43221730,Wired telecommunications transmitter,4
43221731,Underwater communication system,4
43221732,Speaker control unit,4
43221733,Remote automatic meter reading system,4
43221809,Optical transmitter,4
43221810,Optical multiplexer,4
43221811,Optical switch,4
43222504,Radio jamming transmitter,4
43222642,Routing switcher,4
43222643,Cable network tester,4
43222644,Network traffic controller,4
43222704,Telegraph switch board,4
43222826,Carrier terminal,4
43222827,Multiplexer or MUX,4
43222903,Telecommunication tower or support,4
43223338,Fiber optic connection closure,4
43223339,Fiber optic distribution box,4
43223340,Fiber optic fusion splicer,4
43223341,Combiner,4
43223342,Waveguide and connection kit,4
43223343,Network punchdown tool,4
43231515,Mailing and shipping software,4
43232614,Computer aided design CAD and computer aided manufacturing CAM system,4
44101510,Weather facsimile or radiofax,4
44101607,Paper press machine,4
44101730,Automatic document sorter,4
44101903,Bankbook or passbook update machine,4
44102109,Automatic postal or mailing machine,4
44103126,Digital duplicating machine ink,4
44111617,Coin inspection machine,4
44111618,Public telephone card or phone card,4
44111816,Multiplex drafting machine,4
44111817,Drafting divider,4
44111818,Eidograph,4
44111914,Chart hanger,4
45101517,Offset proof press,4
45101518,Printing plate press,4
45111619,Film reel,4
45111620,Slide film copier,4
45111708,Broadcast domain controller,4
45111709,Remote amplifier,4
45111710,Chime and siren unit,4
45111711,Speaker baffle,4
45111712,Tape duplicator,4
45111713,Audio distribution amplifier,4
45111714,Audio analog to digital AD converter,4
45111715,Audio digital to analog DA converter,4
45111716,Digital audio workstation DAW,4
45111717,Reverberator,4
45111718,Delay unit,4
45111719,Audio monitor,4
45111720,Audio spectrum analyzer,4
45111721,Reel to reel tape recorder,4
45111722,Cassette deck,4
45111723,Hard disk recorder,4
45111724,Magnetic head,4
45111811,Video precision monitor,4
45111812,Visual information display device,4
45111813,Down stream keyer,4
45111814,Digital video effects DVE equipment,4
45111815,Audio vidio console,4
45111816,Logo generator,4
45111817,Character generator,4
45111818,Video noise reducer,4
45111819,Video mixer,4
45111820,Video processing amplifier,4
45111821,Synchronizing or sync generator,4
45111822,Television aspect ratio converter,4
45111823,Video standards converter,4
45111824,Synchronizing or sync converter,4
45111825,Frame synchronizer,4
45111826,Motion picture experts group MPEG encoder,4
45111827,Video tape checker,4
45111828,Prompter,4
45111829,Process camera,4
45121522,Infrared camera,4
45121523,Astronomical camera,4
45121624,Photography light reflector,4
45121625,Shutter release,4
45121626,Digital camera back,4
45121711,Color controller,4
45121712,Film editing desk,4
45121713,Film inspection machine,4
45121714,Film reader,4
45121715,Film hanger,4
45121716,Contact printer,4
45121717,Film platemaking system,4
45121718,Film densitometer,4
45121719,Digital photo printing kiosk,4
45121720,Film loader,4
45131506,Slide film,4
45131507,Processed microfilm,4
45131508,Negative film,4
45131509,Film spotting color,4
45131510,Photographic dye,4
45141604,Photographic print processor,4
45141605,Photograph purifier,4
45141606,Developing tank reel,4
45141607,Camera obscura,4
45141608,Film squeegee,4
45141609,Film developing machine worktable,4
45141610,Photographic timer,4
45141611,Photographic processing temperature regulator,4
45141612,Portable darkroom,4
46101802,Cartridge belt,4
46151609,Identification card discriminator,4
46151716,Lie detector,4
46161516,License plate recognition system,4
46161528,Airport warning light,4
46161605,Life buoy,4
46161702,Rescue air bag,4
46161703,Safety air mat,4
46161704,Rescue line launcher,4
46161705,Hydraulic rescue equipment set,4
46161706,Air tent,4
46161707,Rescue door opener,4
46161708,Rescue net,4
46161710,Rescue light,4
46161711,Life detector,4
46161712,Personal safety alert,4
46161713,Smoke signal device,4
46161714,Life line,4
46161715,Confined space rescue equipment,4
46171623,Home security alarm,4
46171624,X ray baggage inspection system,4
46171625,Radio communication monitoring system,4
46171626,Night vision equipment,4
46171627,Wireless signaler system for hearing impaired,4
46171628,Automatic time of day indicator,4
46171629,Signal mirror,4
46171630,Vehicle rain and water level sensor,4
46171631,Seismic alarm,4
46171632,Passive infrared sensor,4
46171633,Security metal detector,4
46171634,Chemical agent detector paper,4
46171635,Chemical agent detector,4
46171636,Security facsimile transmission equipment,4
46171637,Wiretap device,4
46171638,Radiation detector and alarm,4
46171639,Traffic video compensator,4
46171640,Automatic traffic monitoring system,4
46181612,Military boot,4
46182504,Fire alarm control panel,4
46182505,Earth leakage detector and fire alarm,4
46191509,Toxic vapor detector,4
46191510,Thermal observation device TOD,4
46191511,Fire hot spot detector,4
46191613,Fire extinguishing agent,4
46191614,Fire foam liquid proportioner,4
46191615,Firefighting standpipe,4
46191616,Helicopter fire extinguishing water tank,4
46191617,Fire hose washer,4
46191618,Fire extinguisher base,4
46191619,Fire water monitor,4
46191620,Smoke exhaust fan,4
46191621,Fire extinguisher storage box,4
46200000,Defense and law enforcement and security and safety training equipment,2
46201000,Public safety training equipment,3
46201001,Rescue mannequin,4
46201002,Disaster management training simulation system,4
46201100,Small arms weapons training equipment,3
46201101,Imitation rifle,4
46201102,Firing or shooting range,4
47101614,Sludge bulking agent,4
47111507,Laundry drying stand,4
47111509,Laundry work table,4
47121815,Pool cleaner,4
48101546,Commercial decoction machine,4
48101619,Water sterilization system,4
48101716,Water purifier,4
48102009,Food serving or dispensing table,4
48102010,Cup collection cart,4
48130000,Funeral equipment and materials,2
48131500,Burial or grave products,3
48131502,Coffin,4
49141508,Diving boot,4
49141509,Diver hood,4
49211808,Obesity measurement tool,4
49211809,Body measurement tool,4
50201715,Fruit tea,4
55101532,Graduation album or yearbook,4
56101718,Newspaper rack,4
56101719,Side table,4
56121510,Teacher desk,4
56140000,Decorative adornments,2
60131703,Horses hoofs,4
92121800,Armored car services and money transport,3
92121802,Money transport service,4
95121909,Elementary school,4
95121910,Junior high or middle school,4
95121911,High school,4
95121913,University,4
10151536,Caigua seeds or seedlings,4
10151537,Asparagus seeds or seedlings,4
10151538,Chickpea seeds or seedlings,4
10151539,Fava or broad bean seeds or seedlings,4
10151612,Kiwicha seeds or seedlings,4
10151613,Quinoa seeds or seedlings,4
10171506,Humus,4
11172200,Magnesium based alloys,3
11172300,Manganese based alloys,3
12165100,Chemicals for enhanced oil recovery,3
14111828,Business letterhead paper,4
15101513,Diesel fuel off road,4
25172908,Vehicle rear light,4
30131517,Adobe block,4
30171712,Cathedral glass,4
41112521,Calibration column,4
42131512,Patient infant caps or hats or material for infant caps,4
42142620,Intraosseous needle drivers or injection guns,4
42142721,Urological guidewires or glidewires,4
42182707,Inclinometers,4
42203430,Electrophysiology catheters,4
42203804,Radiation therapy positioning aids,4
42204100,Nuclear medicine hot lab equipment and related products,3
42204101,Medical radiological syringe or vial shield or holders or carriers,4
42292803,Biopsy sealing and marking devices,4
42295471,Bone marrow aspiration systems,4
42311543,Dressing retainers,4
43212200,Computer data storage management systems,3
43212201,Storage virtualization system,4
44122034,Book page separator,4
45121627,Camera flash diffuser,4
45121628,Camera lens filter,4
45121629,Camera track motor,4
45121630,Camera parasol reflector,4
50221304,Potato flour,4
53131647,Infant hygiene and personal care set,4
72101516,Fire extinguisher inspection maintenance and repair service,4
72101517,Portable generator maintenance and or repair service,4
72101518,Portable generator rental service,4
72121510,Floating oil and gas production storage and offloading system construction service,4
72121511,Offshore oil and gas production facility hookup and commissioning service,4
72121512,Offshore oil and gas production facility equipment installation and integration service,4
72121513,Oil and gas plant modular fabrication service,4
